1.420529755,0.820143236,3.176963,-1.420529755,0.820143236,3.176963,0,-1.640286472,3.176963,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
1.420529608,0.820143151,3.176963132,-1.420529608,0.820143151,3.176963132,0,-1.640286303,3.176963132,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
2.810429489,0,0,0,2.810429489,0,0,0,2.814724,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
2.810429511,0,0,0,2.810429511,0,0,0,2.814723684,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
2.924540488,0,0,0,2.937903994,0,0,0,3.889206954,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2.890030314,0,0,0,2.896172547,0,0,0,3.876636025,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2.89003,0,0,0,2.896173,0,0,0,3.876636,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2.830417377,0,0,0,2.866819368,0,0,0,3.848005945,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2.879300224,0,0,0,2.885823271,0,0,0,3.87610329,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
3.656,0,0,0,3.936,0,0,0,6.153,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
2.8793,0,0,0,2.885823,0,0,0,3.876103,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
0,2.219650526,2.219650526,2.219650526,0,2.219650526,2.219650526,2.219650526,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.239411403,2.239411403,2.239411403,0,2.239411403,2.239411403,2.239411403,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.239411,2.239411,2.239411,0,2.239411,2.239411,2.239411,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.189581069,2.189581069,2.189581069,0,2.189581069,2.189581069,2.189581069,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.189083352,2.189083352,2.189083352,0,2.189083352,2.189083352,2.189083352,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.189083,2.189083,2.189083,0,2.189083,2.189083,2.189083,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
2.829877161,0,0,0,2.851448817,0,0,0,3.811329952,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
